date,cityid,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home
2020-2-28,San Francisco,0.0329,0.0257,0.15,0.00571,0.0214,-0.00286,0.00283
2020-2-28,El Paso,0.0714,0.03,-0.203,0.169,0.0286,-0.0129,0.0144
2020-2-28,Baltimore,0.0714,0.0157,0.194,0.02,0.0343,-0.0071400000000000005,0.00983
2020-2-28,Portland,0.0771,0.0271,0.33,0.0471,0.0214,-0.00857,0.0108
2020-2-28,Boston,0.0571,0.0157,0.253,0.0471,0.0329,-0.0042899999999999995,0.0071
2020-2-28,Oklahoma City,0.0743,0.0443,0.104,0.03,0.0243,-0.00571,0.00402
2020-2-28,Louisville,0.0457,0.12,0.236,0.0429,0.0157,-0.00571,0.009040000000000001
2020-2-28,Denver,-0.00143,0.0443,-0.00429,0.02,0.03,-0.00286,0.0014
2020-2-28,Washington,0.0214,-0.0271,0.0757,0.0486,0.02,-0.00286,0.0051
2020-2-28,Nashville,0.0743,0.0143,0.16,0.07,0.0243,-0.0042899999999999995,0.00705
2020-2-28,Milwaukee,0.0871,0.0314,0.176,0.04,0.0329,-0.00571,0.0109
2020-2-28,Albuquerque,0.0714,0.0614,0.0186,0.0343,0.02,-0.00571,0.0034700000000000004
2020-2-28,Tucson,0.0329,0.0671,0.0357,0.00857,0.0071400000000000005,-0.00286,0.00232
2020-2-28,Fresno,0.0843,0.0314,0.223,0.0386,0.0157,-0.0071400000000000005,0.008709999999999999
2020-2-28,Sacramento,0.05,0.0229,0.299,0.03,0.02,-0.00857,0.0112
2020-2-28,Atlanta,0.0457,-0.00857,0.12,0.0343,0.0129,-0.00571,0.00743
2020-2-28,Kansas City,0.0886,0.0286,0.163,0.0657,0.0586,-0.0129,0.0164
2020-2-28,Miami,0.0229,0.0129,-0.00857,-0.01,0.02,-0.00143,0.0013800000000000002
2020-2-28,Raleigh,0.0314,-0.0114,0.237,0.0529,0.03,-0.01,0.0105
2020-2-28,Omaha,0.0857,0.0914,0.354,0.0643,0.0286,-0.0129,0.0183
2020-2-28,Oakland,0.0214,0.0286,0.186,0.0357,0.0314,-0.0071400000000000005,0.00984
2020-2-28,Minneapolis,0.0514,0.0214,0.137,0.0843,0.0214,-0.00857,0.013000000000000001
2020-2-28,Tampa,0.0486,0.0229,0.05,0.0529,0.0214,-0.0042899999999999995,0.0058200000000000005
2020-2-28,New Orleans,0.457,0.43,0.639,0.991,-0.19,0.0157,-0.00657
2020-2-28,Wichita,0.0914,0.0243,0.0957,0.0386,0.0243,-0.0071400000000000005,0.0069900000000000006
2020-2-28,Cleveland,0.0343,-0.0042899999999999995,0.257,0.0571,0.0186,-0.00143,0.00566
2020-2-28,Bakersfield,0.0843,0.0271,0.239,0.0429,0.0157,-0.00571,0.00621
2020-2-28,Honolulu,0.0171,0.0186,0.07,-0.00143,0.0129,-0.00143,0.0028
2020-2-28,Boise,0.0771,0.0829,0.546,0.0514,0.02,-0.0114,0.0144
2020-2-28,Salt Lake City,0.0943,0.109,0.276,0.0571,0.03,-0.00857,0.0104
2020-2-28,Virginia Beach,0.05,0.0114,0.131,0.0229,0.0271,-0.00571,0.00733
2020-2-28,Colorado Springs,0.0257,0.0171,-0.0943,2.66E-10,0.0229,0.0,-0.00442
2020-2-28,Tulsa,0.06,0.0271,0.0714,0.0857,0.0186,-0.00571,0.00484
