date,cityid,revenue_all,revenue_ss40,revenue_ss60,revenue_ss65,revenue_ss70
2020-1-14,44,-0.11,0.123,0.091200002,-0.45699999,-0.00495
2020-1-14,45,0.0076199998,0.0305,0.317,-0.147,0.0147
2020-1-14,46,-0.015799999,-0.0177,0.0524,0.0502,-0.0288
2020-1-14,47,0.034699999,0.090300001,0.25299999,0.00288,-0.0107
2020-1-14,48,-0.0265,-0.0111,-0.171,-0.0107,0.0152
2020-1-14,49,-0.049400002,0.0115,-0.169,-0.0572,-0.025900001
2020-1-14,50,0.0022700001,0.0174,0.078599997,0.0175,-0.020199999
2020-1-14,51,-0.034699999,-0.053100001,-0.070600003,-0.081500001,-0.0113
2020-1-14,52,0.024700001,0.0107,0.045499999,0.0634,0.0101
2020-1-14,53,-0.037500001,0.0162,-0.088200003,-0.041299999,-0.0612
2020-1-15,1,0.00128,0.00303,0.020099999,0.038800001,-0.014
2020-1-15,2,0.0124,0.016899999,0.0317,-0.0087200003,0.0361
2020-1-15,3,-0.049199998,-0.0524,-0.115,0.0174,-0.067199998
2020-1-15,4,-0.044199999,0.0135,-0.13,-0.037500001,-0.0484
2020-1-15,5,-0.00666,-0.0107,-0.0561,0.0081799999,0.0254
2020-1-15,6,-0.0253,-0.0451,-0.031399999,-0.050999999,-0.0032800001
2020-1-15,7,0.0142,0.0757,0.0416,-0.065200001,0.018300001
2020-1-15,8,-0.0135,0.0669,-0.011,-0.0195,-0.097999997
2020-1-15,9,-0.094300002,-0.095299996,-0.178,-0.075800002,-0.032600001
2020-1-15,10,-0.0092700003,-0.00345,-0.0086700004,-0.021600001,-0.017000001
2020-1-15,11,0.0048699998,0.033,-0.075199999,0.0539,0.0272
2020-1-15,12,-0.0035600001,-0.021,0.0198,-0.0383,0.031099999
2020-1-15,13,-0.039799999,-0.079999998,0.040100001,-0.077600002,-0.0528
2020-1-15,14,-0.00868,-0.0117,-0.0341,0.015699999,-0.0178
2020-1-15,15,0.041000001,0.0108,0.223,-0.026000001,0.0241
2020-1-15,16,0.024599999,-0.00184,0.15000001,-0.027799999,-0.0126
2020-1-15,17,-0.0217,0.0298,0.074500002,-0.061999999,-0.123
2020-1-15,18,-0.018999999,0.048900001,-0.069499999,-0.0132,0.039999999
2020-1-15,19,0.0233,0.0535,0.056499999,0.036699999,-0.019200001
2020-1-15,20,-0.00184,0.0148,0.0999,-0.0221,0.00183
2020-1-15,21,0.0013,0.0080899997,0.034200002,-0.072300002,0.0317
2020-1-15,22,-0.035100002,0.083999999,-0.223,-0.062600002,-0.00868
2020-1-15,23,0.0363,0.115,0.000184,-0.062700003,0.047699999
2020-1-15,24,-0.0147,0.0063499999,0.079300001,0.031099999,-0.035
2020-1-15,25,-0.0116,-0.0032299999,-0.171,-0.032400001,0.033199999
2020-1-15,26,-0.0078800004,-0.025599999,-0.106,0.021500001,-0.037599999
2020-1-15,27,0.017200001,0.082800001,-0.045200001,-0.039299998,-0.041999999
2020-1-15,28,0.019099999,0.00128,0.075900003,-0.046,0.031099999
2020-1-15,29,0.122,0.0242,0.32699999,-0.0036800001,0.071099997
2020-1-15,30,0.0049200002,0.030099999,0.0129,0.0396,-0.016000001
2020-1-15,31,-0.052900001,-0.0438,,0.00014,-0.147
2020-1-15,32,0.0112,-0.000352,0.087800004,-0.050799999,-0.016799999
2020-1-15,33,0.0104,0.0071999999,0.18099999,0.0231,0.0185
2020-1-15,34,0.00024699999,-0.0175,0.086199999,-0.052000001,-0.124
2020-1-15,35,-0.0185,0.024900001,-0.098499998,-0.0066399998,-0.022
2020-1-15,36,-0.0337,-0.044199999,-0.073100001,0.074600004,-0.0592
2020-1-15,37,0.021299999,0.074299999,0.146,-0.18000001,-0.0074
2020-1-15,38,-0.00141,-0.00551,0.013,0.0186,-0.030200001
2020-1-15,39,0.0374,0.0060299998,0.125,-0.0048199999,0.0076199998
2020-1-15,40,0.0059799999,-0.027799999,0.235,-0.023499999,0.0126
2020-1-15,41,0.0082599996,0.0218,-0.021299999,0.0132,-0.0105
2020-1-15,42,-0.047400001,-0.069399998,-0.048999999,-0.0469,-0.040100001
2020-1-15,43,-0.0142,-0.034600001,0.056400001,-0.067699999,0.0032200001
2020-1-15,44,-0.098099999,0.169,-0.0801,-0.486,0.0118
2020-1-15,45,0.021500001,0.028100001,0.226,-0.138,0.038400002
2020-1-15,46,-0.0074499999,-0.00532,0.117,0.0113,-0.031099999
2020-1-15,47,0.0151,0.109,0.032299999,-0.031599998,-0.0189
2020-1-15,48,-0.057399999,-0.025800001,-0.245,-0.061299998,0.0114
2020-1-15,49,-0.0114,0.058200002,-0.050900001,-0.062899999,-0.018200001
2020-1-15,50,-0.0104,0.0109,-0.056400001,0.0198,-0.0185
2020-1-15,51,-0.045000002,-0.037300002,-0.131,-0.095899999,0.0052899998
2020-1-15,52,0.041000001,0.025800001,0.094899997,0.071099997,0.017100001
2020-1-15,53,-0.0121,-0.00611,0.040899999,-0.0176,-0.0647
2020-1-16,1,0.0064400001,0.0144,0.0131,0.0263,-0.0024600001
2020-1-16,2,0.011,0.00011,0.046399999,0.0057600001,0.034499999
2020-1-16,3,-0.0471,-0.032900002,-0.118,-0.0218,-0.057
2020-1-16,4,-0.0308,0.0151,-0.071199998,-0.033199999,-0.047200002
2020-1-16,5,0.0105,0.00070099998,-0.0098799998,0.0176,0.046999998
